-17.7399 -20.1241 0 0 0 0 0 0 0 0
-15.2056 -20.1241 0 0 0 0 0 0 0 0
-12.6713 -20.1242 0 0 -0.0118209 -0.0744252 0 0 0 0
-10.1371 -20.1242 0 0 0.00762036 -0.0958368 0 0 0 0
-7.6028 -20.1242 0 0 0.0100094 -0.0308797 0 0 0 0
-5.06853 -20.1241 0 0 0 0 0 0 0 0
-2.53427 -20.1241 0 0 0 0 0 0 0 0
-6.27623e-06 -20.1242 0 0 -0.0134661 -0.0601073 0 0 0 0
2.53427 -20.1241 0 0 0 0 0 0 0 0
5.06854 -20.1242 0 0 0.00510488 -0.0991256 0 0 0 0
7.6028 -20.1241 0 0 0 0 0 0 0 0
10.1371 -20.1241 0 0 0 0 0 0 0 0
12.6713 -20.1242 0 0 -0.013278 -0.0515076 0 0 0 0
15.2056 -20.1241 0 0 0 0 0 0 0 0
17.7399 -20.1242 0 0 -0.00973862 -0.0843026 0 0 0 0
-17.7399 20.1241 0 0 0 0 0 0 0 0
-15.2056 20.1241 0 0 0 0 0 0 0 0
-12.6713 20.1242 0 0 -0.0125416 0.0814774 0 0 0 0
-10.1371 20.1241 0 0 0 0 0 0 0 0
-7.6028 20.1241 0 0 0 0 0 0 0 0
-5.06853 20.1241 0 0 0 0 0 0 0 0
-2.53426 20.1242 0 0 0.00675853 0.0995609 0 0 0 0
0 20.1241 0 0 0 0 0 0 0 0
2.53427 20.1241 0 0 0 0 0 0 0 0
5.06853 20.1241 0 0 0 0 0 0 0 0
7.60281 20.1242 0 0 0.015412 0.0668923 0 0 0 0
10.1371 20.1241 0 0 0 0 0 0 0 0
12.6713 20.1241 0 0 0 0 0 0 0 0
15.2056 20.1242 0 0 0.00206728 0.104167 0 0 0 0
17.7399 20.1241 0 0 0 0 0 0 0 0
-7.4901 -8.40555 0 0 0.008 0 0 0 0 0
-4.7829 -11.1794 0 0 0.008 0 0 0 0 0
16.4502 0.089965 0 0 0.008 0 0 0 0 0
-3.8976 15.4787 0 0 0.008 0 0 0 0 0
14.6106 -3.47976 0 0 0.008 0 0 0 0 0
-18.0066 4.86032 0 0 0.008 0 0 0 0 0
6.77667 8.28328 0 0 0.008 0 0 0 0 0
-17.9926 10.8886 0 0 0.008 0 0 0 0 0
-16.2556 7.87053 0 0 0.008 0 0 0 0 0
15.1715 18.0046 0 0 0.00589362 -0.106074 0 0 0 0
-12.3212 -17.9923 0 0 0.0200488 0.0757986 0 0 0 0
0.219581 -9.56097 0 0 0.008 0 0 0 0 0
6.63775 13.6016 0 0 0.008 0 0 0 0 0
-5.44649 -9.05233 0 0 0.008 0 0 0 0 0
-8.64959 -0.15976 0 0 0.008 0 0 0 0 0
-11.7905 3.0294 0 0 0.008 0 0 0 0 0
